dataset,record_id,source_row_number,code,severity,field,message,raw_value,affects_metrics,recommended_action
Deals,IMPORT-DEAL-2EEF121A769A,217,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-C8934FAC45A0,218,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_137',COMPANY137,False,
Deals,IMPORT-DEAL-C8934FAC45A0,218,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-C8934FAC45A0 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-C8934FAC45A0,218,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-C8934FAC45A0,218,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-C8934FAC45A0,218,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-1A2B76F54C9E,219,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_100',COMPANY100,False,
Deals,IMPORT-DEAL-1A2B76F54C9E,219,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-1A2B76F54C9E due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-1A2B76F54C9E,219,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-1A2B76F54C9E,219,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-1A2B76F54C9E,219,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-1DA91237B055,220,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_135',COMPANY135,False,
Deals,IMPORT-DEAL-1DA91237B055,220,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-1DA91237B055 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-1DA91237B055,220,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-1DA91237B055,220,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-1DA91237B055,220,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-8436DA430FC1,221,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_076',COMPANY076,False,
Deals,IMPORT-DEAL-8436DA430FC1,221,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-8436DA430FC1 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-8436DA430FC1,221,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-8436DA430FC1,221,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-8436DA430FC1,221,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-A323EE50D696,222,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_092',COMPANY092,False,
Deals,IMPORT-DEAL-A323EE50D696,222,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-A323EE50D696 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-A323EE50D696,222,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-A323EE50D696,222,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-A323EE50D696,222,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-1B84085FDCE1,223,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_012',COMPANY012,False,
Deals,IMPORT-DEAL-1B84085FDCE1,223,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-1B84085FDCE1 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-1B84085FDCE1,223,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-1B84085FDCE1,223,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-1B84085FDCE1,223,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-2CA2D4C6CBE6,224,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_015',COMPANY015,False,
Deals,IMPORT-DEAL-2CA2D4C6CBE6,224,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-2CA2D4C6CBE6 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-2CA2D4C6CBE6,224,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-2CA2D4C6CBE6,224,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-2CA2D4C6CBE6,224,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-533C30652286,225,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_076',COMPANY076,False,
Deals,IMPORT-DEAL-533C30652286,225,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-533C30652286 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-533C30652286,225,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-533C30652286,225,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-533C30652286,225,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-82E5EFEDAD28,226,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_083',COMPANY083,False,
Deals,IMPORT-DEAL-82E5EFEDAD28,226,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-82E5EFEDAD28 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-82E5EFEDAD28,226,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-82E5EFEDAD28,226,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-82E5EFEDAD28,226,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-AC513B3E5C31,227,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_134',COMPANY134,False,
Deals,IMPORT-DEAL-AC513B3E5C31,227,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-AC513B3E5C31 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-AC513B3E5C31,227,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-AC513B3E5C31,227,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-AC513B3E5C31,227,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-DBC0D543FF03,228,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_055',COMPANY055,False,
Deals,IMPORT-DEAL-DBC0D543FF03,228,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-DBC0D543FF03 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-DBC0D543FF03,228,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-DBC0D543FF03,228,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-DBC0D543FF03,228,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-E9F2F56889B8,229,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_054',COMPANY054,False,
Deals,IMPORT-DEAL-E9F2F56889B8,229,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-E9F2F56889B8 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-E9F2F56889B8,229,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-E9F2F56889B8,229,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-E9F2F56889B8,229,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-7F845034AE6A,230,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_164',COMPANY164,False,
Deals,IMPORT-DEAL-7F845034AE6A,230,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-7F845034AE6A due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-7F845034AE6A,230,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-7F845034AE6A,230,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-7F845034AE6A,230,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-AA668E5CF8C6,231,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_003',COMPANY003,False,
Deals,IMPORT-DEAL-AA668E5CF8C6,231,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-AA668E5CF8C6 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-AA668E5CF8C6,231,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-AA668E5CF8C6,231,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-AA668E5CF8C6,231,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-6F01400B3612,232,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_169',COMPANY169,False,
Deals,IMPORT-DEAL-6F01400B3612,232,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-6F01400B3612 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-6F01400B3612,232,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-6F01400B3612,232,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-96C6DCB46772,233,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_106',COMPANY106,False,
Deals,IMPORT-DEAL-96C6DCB46772,233,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-96C6DCB46772 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-96C6DCB46772,233,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-96C6DCB46772,233,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-96C6DCB46772,233,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-E06754C01455,234,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_060',COMPANY060,False,
Deals,IMPORT-DEAL-E06754C01455,234,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-E06754C01455 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-E06754C01455,234,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-E06754C01455,234,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-E06754C01455,234,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-C5F8AE301E56,235,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_028',COMPANY028,False,
Deals,IMPORT-DEAL-C5F8AE301E56,235,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-C5F8AE301E56 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-C5F8AE301E56,235,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-C5F8AE301E56,235,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-C5F8AE301E56,235,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-C9DC966C10C5,236,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_044',COMPANY044,False,
Deals,IMPORT-DEAL-C9DC966C10C5,236,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-C9DC966C10C5 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-C9DC966C10C5,236,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-C9DC966C10C5,236,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-C9DC966C10C5,236,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-693E009B996A,237,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_113',COMPANY113,False,
Deals,IMPORT-DEAL-693E009B996A,237,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-693E009B996A due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-693E009B996A,237,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-693E009B996A,237,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-693E009B996A,237,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-D7ECBF632ADC,239,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_113',COMPANY113,False,
Deals,IMPORT-DEAL-D7ECBF632ADC,239,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-D7ECBF632ADC due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-D7ECBF632ADC,239,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-D7ECBF632ADC,239,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-D7ECBF632ADC,239,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-7513B6FF9528,240,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_113',COMPANY113,False,
Deals,IMPORT-DEAL-7513B6FF9528,240,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-7513B6FF9528 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-7513B6FF9528,240,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-7513B6FF9528,240,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-7513B6FF9528,240,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-04217CFEC7E8,241,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_069',COMPANY069,False,
Deals,IMPORT-DEAL-04217CFEC7E8,241,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-04217CFEC7E8 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-04217CFEC7E8,241,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-04217CFEC7E8,241,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-04217CFEC7E8,241,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-3B7ADC7C95BE,242,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_127',COMPANY127,False,
Deals,IMPORT-DEAL-3B7ADC7C95BE,242,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-3B7ADC7C95BE due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-3B7ADC7C95BE,242,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-3B7ADC7C95BE,242,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-3B7ADC7C95BE,242,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-270BAD0AB25C,243,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_060',COMPANY060,False,
Deals,IMPORT-DEAL-270BAD0AB25C,243,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-270BAD0AB25C due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-270BAD0AB25C,243,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-270BAD0AB25C,243,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-270BAD0AB25C,243,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-0AF57AB2C764,244,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_113',COMPANY113,False,
Deals,IMPORT-DEAL-0AF57AB2C764,244,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-0AF57AB2C764 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-0AF57AB2C764,244,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-0AF57AB2C764,244,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-0AF57AB2C764,244,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-06F3D3D4AA67,245,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_144',COMPANY144,False,
Deals,IMPORT-DEAL-06F3D3D4AA67,245,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-06F3D3D4AA67 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-06F3D3D4AA67,245,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-06F3D3D4AA67,245,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-06F3D3D4AA67,245,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-F591596C378C,246,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_032',COMPANY032,False,
Deals,IMPORT-DEAL-F591596C378C,246,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-F591596C378C due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-F591596C378C,246,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-F591596C378C,246,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-F591596C378C,246,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-61EED7875A98,247,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_151',COMPANY151,False,
Deals,IMPORT-DEAL-61EED7875A98,247,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-61EED7875A98 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-61EED7875A98,247,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-61EED7875A98,247,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-61EED7875A98,247,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-5F45585284C6,249,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_109',COMPANY109,False,
Deals,IMPORT-DEAL-5F45585284C6,249,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-5F45585284C6 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-5F45585284C6,249,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-5F45585284C6,249,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-5F45585284C6,249,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-AC271DCA2464,250,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_169',COMPANY169,False,
Deals,IMPORT-DEAL-AC271DCA2464,250,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-AC271DCA2464 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-AC271DCA2464,250,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-AC271DCA2464,250,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-FF09AD2030CA,251,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_169',COMPANY169,False,
Deals,IMPORT-DEAL-FF09AD2030CA,251,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-FF09AD2030CA due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-FF09AD2030CA,251,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-FF09AD2030CA,251,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-031ECA77CE98,252,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_038',COMPANY038,False,
Deals,IMPORT-DEAL-031ECA77CE98,252,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-031ECA77CE98 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-031ECA77CE98,252,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-031ECA77CE98,252,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-031ECA77CE98,252,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-8BB4E34D8CE7,253,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_148',COMPANY148,False,
Deals,IMPORT-DEAL-8BB4E34D8CE7,253,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-8BB4E34D8CE7 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-8D3217D2CCA2,254,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_172',COMPANY172,False,
Deals,IMPORT-DEAL-8D3217D2CCA2,254,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-8D3217D2CCA2 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-8D3217D2CCA2,254,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-8D3217D2CCA2,254,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-86B23015DFB7,255,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_172',COMPANY172,False,
Deals,IMPORT-DEAL-86B23015DFB7,255,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-86B23015DFB7 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-86B23015DFB7,255,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-86B23015DFB7,255,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-3A3153CDFEB2,256,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_033',COMPANY033,False,
Deals,IMPORT-DEAL-3A3153CDFEB2,256,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-3A3153CDFEB2 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-3A3153CDFEB2,256,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-415C22D899CC,257,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_163',COMPANY163,False,
Deals,IMPORT-DEAL-415C22D899CC,257,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-415C22D899CC due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-415C22D899CC,257,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-67347E97C324,258,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_005',COMPANY005,False,
Deals,IMPORT-DEAL-67347E97C324,258,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-67347E97C324 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-67347E97C324,258,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-EA95BCA92E0D,259,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_133',COMPANY133,False,
Deals,IMPORT-DEAL-EA95BCA92E0D,259,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-EA95BCA92E0D due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-EA95BCA92E0D,259,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-EA95BCA92E0D,259,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-8E6758707587,261,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_133',COMPANY133,False,
Deals,IMPORT-DEAL-8E6758707587,261,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-8E6758707587 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-8E6758707587,261,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-BDD790EACE90,262,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_005',COMPANY005,False,
Deals,IMPORT-DEAL-BDD790EACE90,262,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-BDD790EACE90 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-BDD790EACE90,262,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
